"consumption-tax-increase","生活防衛","https://r.st.folio-sec.com/theme/103/200x200?ext=jpg"
"stable-high-dividend","安定高配当","https://r.st.folio-sec.com/theme/104/200x200?ext=jpg"
"empowering-women","はたらく女性","https://r.st.folio-sec.com/theme/6/200x200?ext=jpg"
"pay","Pay和元年","https://r.st.folio-sec.com/theme/96/200x200?ext=jpg"
"cameras","カメラ・写真","https://r.st.folio-sec.com/theme/40/200x200?ext=jpg"
